"ID","FAMILY","INSTITUTION_CODE","INFRASPECIFIC_EPITHET","REMARKS","COLLECTOR","KINGDOM","LOCALITY","GENUS","INFRASPECIFIC_RANK","BASIS_OF_RECORD","PHYLUM","MINIMUM_ELEVATION_IN_METERS","SPECIFIC_EPITHET","CLASS","SCIENTIFIC_NAME","COUNTRY","EARLIEST_DATE_COLLECTED","NOMENCLATURAL_CODE","CATALOG_NUMBER","AUTHOR_YEAR_OF_SCIENTIFIC_NAME","STATE_PROVINCE","ORDER","CONTINENT","COLLECTION_CODE"
"12995","Santalaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2090m","Thesium",,"PreservedSpecimen","Magnoliophyta","2090","arvense",,"Thesium arvense Horv.","TR","1999-07-30 00:00:00.0","ICBN","1024","Horv.","Nigde","Santalales","Asia","B"
"12996","Brassicaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°24´67´´, O34","Erysimum",,"PreservedSpecimen","Magnoliophyta","2620","kotschyanum",,"Erysimum kotschyanum Gay","TR","1999-08-01 00:00:00.0","ICBN","1025","Gay","Nigde","Capparales","Asia","B"
"12997","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit,","Alyssum",,"PreservedSpecimen","Magnoliophyta","2180","masmenaeum",,"Alyssum masmenaeum Boiss.","TR","1999-06-21 00:00:00.0","ICBN","103","Boiss.","Mugla","Capparales","Asia","B"
"11470","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Doganbey - Seferihisar. Near sea , 0m. N 38°06´25´´ O 26°51´03´´","Ballota",,"PreservedSpecimen","Magnoliophyta","0","acetabulosa",,"Ballota acetabulosa (L.) Benth.","TR","1999-06-18 00:00:00.0","ICBN","1","(L.) Benth.","Ïzmir","Lamiales","Asia","B"
"11471","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Achillea",,"PreservedSpecimen","Magnoliophyta","2350","falcata",,"Achillea falcata L.","TR","1999-07-30 00:00:00.0","ICBN","1035","L.","Nigde","Asterales","Asia","B"
"11498","Cupressaceae","BGBM","oxycedrus",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Juniperus","Subspecies","PreservedSpecimen","Pinophyta","2350","oxycedrus",,"Juniperus oxycedrus subsp. oxycedrus","TR","1999-07-30 00:00:00.0","ICBN","1060",,"Nigde","Pinales","Asia","B"
"11500","Rubiaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Galium",,"PreservedSpecimen","Magnoliophyta","2350","spec.",,"Galium spec.","TR","1999-07-30 00:00:00.0","ICBN","1062",,"Nigde","Rubiales","Asia","B"
"11501","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Koeleria",,"PreservedSpecimen","Magnoliophyta","2350","macrantha",,"Koeleria macrantha (Ledeb.) Schult.","TR","1999-07-30 00:00:00.0","ICBN","1063","(Ledeb.) Schult.","Nigde","Cyperales","Asia","B"
"11502","Scrophulariaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, slopes along the road from Meydan to tarn Karagöl, 2720m","Verbascum",,"PreservedSpecimen","Magnoliophyta","2720","spec.",,"Verbascum spec.","TR","1999-07-31 00:00:00.0","ICBN","1065",,"Nigde","Scrophulariales","Asia","B"
"11503","Lamiaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, slopes along the road from Meydan to tarn Karagöl, 2600m","Marrubium",,"PreservedSpecimen","Magnoliophyta","2600","cephalanthum",,"Marrubium cephalanthum Boiss. & Noe","TR","1999-07-31 00:00:00.0","ICBN","1066","Boiss. & Noe","Nigde","Lamiales","Asia","B"
"11504","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, slopes along the road from Meydan to tarn Karagöl, 2600m","Helichrysum",,"PreservedSpecimen","Magnoliophyta","2600","pallasii",,"Helichrysum pallasii Ledeb.","TR","1999-07-31 00:00:00.0","ICBN","1067","Ledeb.","Nigde","Asterales","Asia","B"
"11505","Caryophyllaceae","BGBM","oreina",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Minuartia","Subspecies","PreservedSpecimen","Magnoliophyta","2650","recurva",,"Minuartia recurva subsp. oreina (Mattf.) McNeill","TR","1999-08-01 00:00:00.0","ICBN","1068","(Mattf.) McNeill","Nigde","Caryophyllales","Asia","B"
"11506","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Tripleurospermum",,"PreservedSpecimen","Magnoliophyta","2650","kotschyi",,"Tripleurospermum kotschyi (Boiss.) E.Hossain","TR","1999-08-01 00:00:00.0","ICBN","1069","(Boiss.) E.Hossain","Nigde","Asterales","Asia","B"
"11507","Scrophulariaceae","BGBM","cuneifolia",,"Markus Döring","Plantae","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit,","Veronica","Subspecies","PreservedSpecimen","Magnoliophyta","2180","cuneifolia",,"Veronica cuneifolia subsp. cuneifolia","TR","1999-06-21 00:00:00.0","ICBN","107",,"Mugla","Scrophulariales","Asia","B"
"11508","Fabaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Astragalus",,"PreservedSpecimen","Magnoliophyta","2650","amoenus",,"Astragalus amoenus Fenzl","TR","1999-08-01 00:00:00.0","ICBN","1070","Fenzl","Nigde","Fabales","Asia","B"
"11509","Scrophulariaceae","BGBM","pseudocinerea",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Veronica","Subspecies","PreservedSpecimen","Magnoliophyta","2650","thymoides",,"Veronica thymoides subsp. pseudocinerea M.A.Fischer","TR","1999-08-01 00:00:00.0","ICBN","1071","M.A.Fischer","Nigde","Scrophulariales","Asia","B"
"11510","Plantaginaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Plantago",,"PreservedSpecimen","Magnoliophyta","2650","holosteum",,"Plantago holosteum Scop.","TR","1999-08-01 00:00:00.0","ICBN","1072","Scop.","Nigde","Plantaginales","Asia","B"
"11511","Plantaginaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Plantago",,"PreservedSpecimen","Magnoliophyta","2650","lanceolata",,"Plantago lanceolata L.","TR","1999-08-01 00:00:00.0","ICBN","1073","L.","Nigde","Plantaginales","Asia","B"
"11512","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Logfia",,"PreservedSpecimen","Magnoliophyta","2650","arvensis",,"Logfia arvensis (L.) Holub","TR","1999-08-01 00:00:00.0","ICBN","1074","(L.) Holub","Nigde","Asterales","Asia","B"
"11513","Rubiaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Asperula",,"PreservedSpecimen","Magnoliophyta","2650","setosa",,"Asperula setosa Jaub. & Spach","TR","1999-08-01 00:00:00.0","ICBN","1075","Jaub. & Spach","Nigde","Rubiales","Asia","B"
"11514","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Scleranthus",,"PreservedSpecimen","Magnoliophyta","2650","uncinatus",,"Scleranthus uncinatus Schur","TR","1999-08-01 00:00:00.0","ICBN","1076","Schur","Nigde","Caryophyllales","Asia","B"
"11515","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Scorzonera","Variety","PreservedSpecimen","Magnoliophyta","2650","cana",,"Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.","TR","1999-08-01 00:00:00.0","ICBN","1077","(Boiss.) D.F.Chamb.","Nigde","Asterales","Asia","B"
"11516","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Poa",,"PreservedSpecimen","Magnoliophyta","2650","bulbosa agg.",,"Poa bulbosa agg. L.","TR","1999-08-01 00:00:00.0","ICBN","1078","L.","Nigde","Cyperales","Asia","B"
"11570","Fabaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2660m","Trifolium","Variety","PreservedSpecimen","Magnoliophyta","2660","repens",,"Trifolium repens var. repens","TR","1999-08-01 00:00:00.0","ICBN","1125a",,"Nigde","Fabales","Asia","B"
"11572","Polygonaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m","Oxyria",,"PreservedSpecimen","Magnoliophyta","2700","digyna",,"Oxyria digyna (L.) Hill","TR","1999-08-01 00:00:00.0","ICBN","1126","(L.) Hill","Nigde","Polygonales","Asia","B"
"11573","Lamiaceae","BGBM","pinnatifida",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Scutellaria","Subspecies","PreservedSpecimen","Magnoliophyta","2650","orientalis",,"Scutellaria orientalis subsp. pinnatifida J.R.Edm.","TR","1999-08-01 00:00:00.0","ICBN","1127","J.R.Edm.","Nigde","Lamiales","Asia","B"
"11574","Geraniaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, slopes along the road from Meydan to tarn Karagöl, 1850m","Pelargonium",,"PreservedSpecimen","Magnoliophyta","1850","endlicherianum",,"Pelargonium endlicherianum Fenzl","TR","1999-08-01 00:00:00.0","ICBN","1128","Fenzl","Nigde","Geraniales","Asia","B"
"11575","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°24´67´´, O34","Helichrysum",,"PreservedSpecimen","Magnoliophyta","2620","pallasii",,"Helichrysum pallasii Ledeb.","TR","1999-08-01 00:00:00.0","ICBN","1129","Ledeb.","Nigde","Asterales","Asia","B"
"11576","Poaceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit,","Stipa",,"PreservedSpecimen","Magnoliophyta","2180","spec.",,"Stipa spec.","TR","1999-06-21 00:00:00.0","ICBN","113",,"Mugla","Cyperales","Asia","B"
"11577","Lamiaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°24´67´´, O34","Marrubium",,"PreservedSpecimen","Magnoliophyta","2620","cephalanthum",,"Marrubium cephalanthum Boiss. & Noe","TR","1999-08-01 00:00:00.0","ICBN","1130","Boiss. & Noe","Nigde","Lamiales","Asia","B"
"11578","Lamiaceae","BGBM","citrina",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°24´67´´, O34","Stachys","Subspecies","PreservedSpecimen","Magnoliophyta","2620","citrina",,"Stachys citrina subsp. citrina","TR","1999-08-01 00:00:00.0","ICBN","1131",,"Nigde","Lamiales","Asia","B"
"11579","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°24´67´´, O34","Centaurea",,"PreservedSpecimen","Magnoliophyta","2620","mucronifera",,"Centaurea mucronifera DC.","TR","1999-08-01 00:00:00.0","ICBN","1132","DC.","Nigde","Asterales","Asia","B"
"11580","Lamiaceae","BGBM","pinnatifida",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°24´67´´, O34","Scutellaria","Subspecies","PreservedSpecimen","Magnoliophyta","2620","orientalis",,"Scutellaria orientalis subsp. pinnatifida J.R.Edm.","TR","1999-08-01 00:00:00.0","ICBN","1133","J.R.Edm.","Nigde","Lamiales","Asia","B"
"11581","Brassicaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2550m","Iberis",,"PreservedSpecimen","Magnoliophyta","2550","simplex",,"Iberis simplex DC.","TR","1999-08-01 00:00:00.0","ICBN","1134","DC.","Nigde","Capparales","Asia","B"
"11582","Brassicaceae","BGBM","flexibile",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°24´67´´, O34","Alyssum","Subspecies","PreservedSpecimen","Magnoliophyta","2620","condensatum",,"Alyssum condensatum subsp. flexibile (Nyár.) Dudley","TR","1999-08-01 00:00:00.0","ICBN","1135","(Nyár.) Dudley","Nigde","Capparales","Asia","B"
"11583","Plumbaginaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°24´67´´, O34","Acantholimon",,"PreservedSpecimen","Magnoliophyta","2620","lycaonicum",,"Acantholimon lycaonicum Boiss. & Heldr.","TR","1999-08-01 00:00:00.0","ICBN","1136","Boiss. & Heldr.","Nigde","Plumbaginales","Asia","B"
"11584","Fabaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°24´67´´, O34","Astragalus",,"PreservedSpecimen","Magnoliophyta","2620","haussknechtii",,"Astragalus haussknechtii Bunge","TR","1999-08-01 00:00:00.0","ICBN","1137","Bunge","Nigde","Fabales","Asia","B"
"11585","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°24´67´´, O34","Scorzonera","Variety","PreservedSpecimen","Magnoliophyta","2620","cana",,"Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.","TR","1999-08-01 00:00:00.0","ICBN","1138","(Boiss.) D.F.Chamb.","Nigde","Asterales","Asia","B"
"11586","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°24´67´´, O34","Crepis",,"PreservedSpecimen","Magnoliophyta","2620","willdenowii",,"Crepis willdenowii Czerep.","TR","1999-08-01 00:00:00.0","ICBN","1139","Czerep.","Nigde","Asterales","Asia","B"
"11587","Convolvulaceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, ascent from Çirali to the Ciçekbaba Tepesi, 1800m","Convolvulus",,"PreservedSpecimen","Magnoliophyta","1800","libanoticus",,"Convolvulus libanoticus Boiss.","TR","1999-06-21 00:00:00.0","ICBN","114","Boiss.","Mugla","Solanales","Asia","B"
"11589","Liliaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°24´67´´, O34","Ornithogalum",,"PreservedSpecimen","Magnoliophyta","2620","comosum",,"Ornithogalum comosum L.","TR","1999-08-01 00:00:00.0","ICBN","1141","L.","Nigde","Liliales","Asia","B"
"11780","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2450m","Dianthus",,"PreservedSpecimen","Magnoliophyta","2450","goerkii",,"Dianthus goerkii Hartvig & Strid","TR","1999-08-08 00:00:00.0","ICBN","1321","Hartvig & Strid","Nigde","Caryophyllales","Asia","B"
"11782","unbekannt","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2310m","noch unbestimmt !!!",,"PreservedSpecimen",,"2310",,,"noch unbestimmt !!!","TR","1999-08-08 00:00:00.0","ICBN","1322x122",,"Nigde",,"Asia","B"
"11783","Fabaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2450m","Astragalus",,"PreservedSpecimen","Magnoliophyta","2450","lanatus",,"Astragalus lanatus Lab.","TR","1999-08-08 00:00:00.0","ICBN","1323","Lab.","Nigde","Fabales","Asia","B"
"11784","Fabaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2310m","Astragalus",,"PreservedSpecimen","Magnoliophyta","2310","haussknechtii",,"Astragalus haussknechtii Bunge","TR","1999-08-08 00:00:00.0","ICBN","1323x122","Bunge","Nigde","Fabales","Asia","B"
"11785","Santalaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2450m","Thesium",,"PreservedSpecimen","Magnoliophyta","2450","billardieri",,"Thesium billardieri Boiss.","TR","1999-08-08 00:00:00.0","ICBN","1324","Boiss.","Nigde","Santalales","Asia","B"
"11787","Campanulaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2400m","Campanula","Variety","PreservedSpecimen","Magnoliophyta","2400","stricta",,"Campanula stricta var. libanotica (A. DC.) Boiss.","TR","1999-08-08 00:00:00.0","ICBN","1325","(A. DC.) Boiss.","Nigde","Campanulales","Asia","B"
"11788","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2400m","Aethionema",,"PreservedSpecimen","Magnoliophyta","2400","iberideum",,"Aethionema iberideum (Boiss.) Boiss.","TR","1999-08-08 00:00:00.0","ICBN","1326","(Boiss.) Boiss.","Nigde","Capparales","Asia","B"
"11793","Liliaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2450m","Allium",,"PreservedSpecimen","Magnoliophyta","2450","tauricola",,"Allium tauricola Boiss.","TR","1999-08-08 00:00:00.0","ICBN","1330","Boiss.","Nigde","Liliales","Asia","B"
"11795","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2400m","Koeleria",,"PreservedSpecimen","Magnoliophyta","2400","macrantha",,"Koeleria macrantha (Ledeb.) Schult.","TR","1999-08-08 00:00:00.0","ICBN","1332","(Ledeb.) Schult.","Nigde","Cyperales","Asia","B"
"11796","Geraniaceae","BGBM","cedrorum",,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2400m","Erodium","Subspecies","PreservedSpecimen","Magnoliophyta","2400","cedrorum",,"Erodium cedrorum subsp. cedrorum","TR","1999-08-08 00:00:00.0","ICBN","1333",,"Nigde","Geraniales","Asia","B"
"11797","Euphorbiaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2310m","Euphorbia","Variety","PreservedSpecimen","Magnoliophyta","2310","herniariifolia",,"Euphorbia herniariifolia var. glaberrima Hal.","TR","1999-08-08 00:00:00.0","ICBN","1334","Hal.","Nigde","Euphorbiales","Asia","B"
"11798","Fabaceae","BGBM","angustifolius",,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2400m","Astragalus","Subspecies","PreservedSpecimen","Magnoliophyta","2400","angustifolius",,"Astragalus angustifolius subsp. angustifolius","TR","1999-08-08 00:00:00.0","ICBN","1335",,"Nigde","Fabales","Asia","B"
"11806","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2300m","Centaurea","Variety","PreservedSpecimen","Magnoliophyta","2300","reuterana",,"Centaurea reuterana var. phrygia Bornm.","TR","1999-08-08 00:00:00.0","ICBN","1341","Bornm.","Nigde","Asterales","Asia","B"
"11807","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2300m","Phlomis",,"PreservedSpecimen","Magnoliophyta","2300","capitata",,"Phlomis capitata Boiss.","TR","1999-08-08 00:00:00.0","ICBN","1342","Boiss.","Nigde","Lamiales","Asia","B"
"11808","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik DeresiKaraçik Derese, 2400m","Salvia",,"PreservedSpecimen","Magnoliophyta","2400","absconditiflora",,"Salvia absconditiflora Greuter & Burdet","TR","1999-08-08 00:00:00.0","ICBN","1343","Greuter & Burdet","Adana","Lamiales","Asia","B"
"11809","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik DeresiKaraçik Derese, 2400m","Aethionema",,"PreservedSpecimen","Magnoliophyta","2400","iberideum",,"Aethionema iberideum (Boiss.) Boiss.","TR","1999-08-08 00:00:00.0","ICBN","1353","(Boiss.) Boiss.","Adana","Capparales","Asia","B"
"11810","Rubiaceae","BGBM","elatius",,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2400m","Galium","Subspecies","PreservedSpecimen","Magnoliophyta","2400","incanum",,"Galium incanum subsp. elatius (Boiss.) Ehrend.","TR","1999-06-27 00:00:00.0","ICBN","136","(Boiss.) Ehrend.","Mugla","Rubiales","Asia","B"
"11873","Crassulaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, below ridge of southern slope, 2600m","Prometheum",,"PreservedSpecimen","Magnoliophyta","2600","aizoon",,"Prometheum aizoon (Fenzl) t´Hart","TR","1999-08-09 00:00:00.0","ICBN","1442","(Fenzl) t´Hart","Adana","Rosales","Asia","B"
"11890","Caryophyllaceae","BGBM","stentoria",,"Markus Döring","Plantae","Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2170m","Silene","Subspecies","PreservedSpecimen","Magnoliophyta","2170","caryophylloides",,"Silene caryophylloides subsp. stentoria (Fenzl) Coode & Cullen","TR","1999-08-10 00:00:00.0","ICBN","1463","(Fenzl) Coode & Cullen","Nigde","Caryophyllales","Asia","B"
"11891","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2170m","Gypsophila",,"PreservedSpecimen","Magnoliophyta","2170","laricina",,"Gypsophila laricina Schreb.","TR","1999-08-10 00:00:00.0","ICBN","1464a","Schreb.","Nigde","Caryophyllales","Asia","B"
"11892","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2170m","Dianthus","Variety","PreservedSpecimen","Magnoliophyta","2170","zonatus",,"Dianthus zonatus var. zonatus","TR","1999-08-10 00:00:00.0","ICBN","1464b",,"Nigde","Caryophyllales","Asia","B"
"11893","Liliaceae","BGBM","rotundum",,"Markus Döring","Plantae","Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2170m","Allium","Subspecies","PreservedSpecimen","Magnoliophyta","2170","cf. scorodoprasum",,"Allium cf. scorodoprasum subsp. rotundum (L.) Stearn","TR","1999-08-10 00:00:00.0","ICBN","1465","(L.) Stearn","Nigde","Liliales","Asia","B"
"11903","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Emli Vadisi, upper valley behind entrance to Parmakaya valley, 2150m","Gypsophila",,"PreservedSpecimen","Magnoliophyta","2150","libanotica",,"Gypsophila libanotica Boiss.","TR","1999-08-10 00:00:00.0","ICBN","1475","Boiss.","Nigde","Caryophyllales","Asia","B"
"11904","Fabaceae","BGBM","boissieri",,"Markus Döring","Plantae","Aladaglari, Emli Vadisi, upper valley behind entrance to Parmakaya valley, 2150m","Anthyllis","Subspecies","PreservedSpecimen","Magnoliophyta","2150","vulneraria",,"Anthyllis vulneraria subsp. boissieri (Sagorski) Bornm.","TR","1999-08-10 00:00:00.0","ICBN","1476","(Sagorski) Bornm.","Nigde","Fabales","Asia","B"
"11905","Ranunculaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Emli Vadisi, upper valley behind entrance to Parmakaya valley, 2150m","Ranunculus","Variety","PreservedSpecimen","Magnoliophyta","2150","demissus",,"Ranunculus demissus var. major Boiss.","TR","1999-08-10 00:00:00.0","ICBN","1477","Boiss.","Nigde","Ranunculales","Asia","B"
"11906","Poaceae","BGBM","tomentellus",,"Markus Döring","Plantae","Aladaglari, Emli Vadisi, upper valley behind entrance to Parmakaya valley, 2150m","Bromus","Subspecies","PreservedSpecimen","Magnoliophyta","2150","tomentellus",,"Bromus tomentellus subsp. tomentellus","TR","1999-08-10 00:00:00.0","ICBN","1478",,"Nigde","Cyperales","Asia","B"
"11907","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2250m","Herniaria",,"PreservedSpecimen","Magnoliophyta","2250","incana",,"Herniaria incana Lam.","TR","1999-08-10 00:00:00.0","ICBN","1479","Lam.","Nigde","Caryophyllales","Asia","B"
"11908","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, 2800m","Minuartia",,"PreservedSpecimen","Magnoliophyta","2800","juniperina",,"Minuartia juniperina (L.) Maire & Petitm.","TR","1999-06-27 00:00:00.0","ICBN","148","(L.) Maire & Petitm.","Mugla","Caryophyllales","Asia","B"
"11910","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2200m","Elytrigia",,"PreservedSpecimen","Magnoliophyta","2200","libanotica",,"Elytrigia libanotica (Hack.) J.Holub.","TR","1999-08-10 00:00:00.0","ICBN","1481","(Hack.) J.Holub.","Nigde","Cyperales","Asia","B"
"11912","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2250m","Dianthus","Variety","PreservedSpecimen","Magnoliophyta","2250","zonatus",,"Dianthus zonatus var. zonatus","TR","1999-08-10 00:00:00.0","ICBN","1483",,"Nigde","Caryophyllales","Asia","B"
"11913","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2250m","Arabis",,"PreservedSpecimen","Magnoliophyta","2250","androsacea",,"Arabis androsacea Fenzl","TR","1999-08-10 00:00:00.0","ICBN","1484","Fenzl","Nigde","Capparales","Asia","B"
