Locality	CollectionCode	DecimalLongitude	ScientificName	MinimumElevationInMeters	GUID	Kingdom	InstitutionCode	BasisOfRecord	Class	Country	StateProvince	CatalogNumber	Genus	SpecificEpithet	Order	DecimalLatitude	Family	InfraspecificEpithet	NomenclaturalCode	Phylum	Continent	
d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m	B	34.56800	Erysimum pycnophyllum Gay	2350	6398d1b5-40d4-4718-8eae-feefda019944-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1056	Erysimum	pycnophyllum	Capparales	37.42000	Brassicaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m	B	34.56800	Sanguisorba minor subsp. muricata (Spach) Briq.	2350	481dfbfa-2aa4-4f22-a7a9-c56220f5c6ca-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1057	Sanguisorba	minor	Rosales	37.42000	Rosaceae	muricata	ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m	B	34.56800	Centaurea virgata ?A? Lam.	2350	023c8b7e-9e5b-4b8a-80e8-62301ec12c41-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1058	Centaurea	virgata ?A?	Asterales	37.42000	Asteraceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m	B	34.56800	Thesium billardieri Boiss.	2350	8c364917-31cd-4956-95c4-9494a932544d-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1059	Thesium	billardieri	Santalales	37.42000	Santalaceae		ICBN	Magnoliophyta	Asia	
Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 2180m	B	28.80000	Poa bulbosa agg. L.	2180	d603a184-f926-4521-8792-0b1442008433-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	106	Poa	bulbosa agg.	Cyperales	37.07000	Poaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m	B	34.56800	Juniperus oxycedrus subsp. oxycedrus	2350	be958baa-a18d-48a6-a6c3-2f9c9ccea4a6-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1060	Juniperus	oxycedrus	Pinales	37.42000	Cupressaceae	oxycedrus	ICBN	Pinophyta	Asia	
d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m	B	34.56800	Silene pruinosa Boiss.	2350	a46b9842-aa0c-4df2-8bda-ad7509ef4f0a-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1061	Silene	pruinosa	Caryophyllales	37.42000	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m	B	34.56800	Galium spec.	2350	0e09309e-40fd-486d-8cd3-5fa17f60485b-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1062	Galium	spec.	Rubiales	37.42000	Rubiaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m	B	34.56800	Koeleria macrantha (Ledeb.) Schult.	2350	cadf6075-c28f-4253-b728-8781e0a767ef-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1063	Koeleria	macrantha	Cyperales	37.42000	Poaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari, slopes along the road from Meydan to tarn Karagöl, 2720m	B	34.56800	Verbascum spec.	2720	1f7a75e7-0e0d-4556-8072-4d9adeffaa10-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1065	Verbascum	spec.	Scrophulariales	37.42000	Scrophulariaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, slopes along the road from Meydan to tarn Karagöl, 2600m	B	34.55800	Marrubium cephalanthum Boiss. & Noe	2600	9f3c7c43-e951-4a13-9911-7e435f1c1831-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1066	Marrubium	cephalanthum	Lamiales	37.40400	Lamiaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, slopes along the road from Meydan to tarn Karagöl, 2600m	B	34.55800	Helichrysum pallasii Ledeb.	2600	141eac5f-6183-43cb-9843-70fa5068a8ae-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1067	Helichrysum	pallasii	Asterales	37.40400	Asteraceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Minuartia recurva subsp. oreina (Mattf.) McNeill	2650	72fb4ea8-9e25-4835-8b6b-a30993e942d7-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1068	Minuartia	recurva	Caryophyllales	37.40400	Caryophyllaceae	oreina	ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Tripleurospermum kotschyi (Boiss.) E.Hossain	2650	66544a60-18ae-42cb-bba4-cf0c20df9162-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1069	Tripleurospermum	kotschyi	Asterales	37.40400	Asteraceae		ICBN	Magnoliophyta	Asia	
Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 2180m	B	28.80000	Veronica cuneifolia subsp. cuneifolia	2180	5ebd3e4f-7c91-4efc-bde5-d0662aa57acd-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	107	Veronica	cuneifolia	Scrophulariales	37.07000	Scrophulariaceae	cuneifolia	ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Astragalus amoenus Fenzl	2650	a544e31f-643b-43e1-87bb-08c00554540b-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1070	Astragalus	amoenus	Fabales	37.40400	Fabaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Veronica thymoides subsp. pseudocinerea M.A.Fischer	2650	e30b6808-b41b-4cd6-ab3f-185be8ed29b1-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1071	Veronica	thymoides	Scrophulariales	37.40400	Scrophulariaceae	pseudocinerea	ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Plantago holosteum Scop.	2650	25846f5b-e40b-4f1c-af86-ae1a5f2ee3ca-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1072	Plantago	holosteum	Plantaginales	37.40400	Plantaginaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Plantago lanceolata L.	2650	9995c4cb-0d37-4bdc-a962-992e77986ec0-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1073	Plantago	lanceolata	Plantaginales	37.40400	Plantaginaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Logfia arvensis (L.) Holub	2650	34639be3-cb15-4c31-b8a5-f666320dee41-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1074	Logfia	arvensis	Asterales	37.40400	Asteraceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Asperula setosa Jaub. & Spach	2650	dce3da06-9cda-4f13-988a-fd6861c30f00-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1075	Asperula	setosa	Rubiales	37.40400	Rubiaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Scleranthus uncinatus Schur	2650	118c4a61-c968-435b-a03d-3e02adb7f15e-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1076	Scleranthus	uncinatus	Caryophyllales	37.40400	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.	2650	b2b1530a-e73f-4b57-824d-d852bf62cf8a-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1077	Scorzonera	cana	Asterales	37.40400	Asteraceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Poa bulbosa agg. L.	2650	b17c0569-4998-485a-894c-0d3ede696d12-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1078	Poa	bulbosa agg.	Cyperales	37.40400	Poaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Galium cilicicum Boiss.	2650	5f505934-ef52-4d86-a4e3-6f23951a7d9b-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1079	Galium	cilicicum	Rubiales	37.40400	Rubiaceae		ICBN	Magnoliophyta	Asia	
Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 2180m	B	28.80000	Gagea uliginosa Siehe & Pascher	2180	c14b27bb-bc90-443f-bc95-fe6c55d0910e-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	108	Gagea	uliginosa	Liliales	37.07000	Liliaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Astragalus depressus L.	2650	5b8e39b1-354b-4b22-8715-ff55b6b9f791-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1080	Astragalus	depressus	Fabales	37.40400	Fabaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Alyssum strigosum subsp. strigosum	2650	3249e4e4-d484-4fbf-bb40-89442ec0326c-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1081	Alyssum	strigosum	Capparales	37.40400	Brassicaceae	strigosum	ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Taraxacum assemanii Blanche	2650	653425c4-c4c5-485b-91ca-8a4d61ab3aa0-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1082	Taraxacum	assemanii	Asterales	37.40400	Asteraceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Myosotis alpestris subsp. alpestris	2650	3459fdf2-8b6d-4ffb-a550-4f18f4cd1a4c-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1083	Myosotis	alpestris	Lamiales	37.40400	Boraginaceae	alpestris	ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Galium incanum subsp. centrale Ehrend.	2650	dab4437c-232a-4de8-9b3d-479effac79e7-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1084	Galium	incanum	Rubiales	37.40400	Rubiaceae	centrale	ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Polygonum arenastrum Bor.	2650	c4efc8a8-ed0c-4c43-be8c-561f827ed9dc-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1085	Polygonum	arenastrum	Polygonales	37.40400	Polygonaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Herniaria glabra L.	2650	d13fbbd5-f3dd-490f-8172-f89c2c78546d-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1086	Herniaria	glabra	Caryophyllales	37.40400	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Centaurea pichleri subsp. extrarosularis (Hayek & Siehe) Wagenitz	2650	df689928-314a-4de4-a1f9-61436affac21-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1087	Centaurea	pichleri	Asterales	37.40400	Asteraceae	extrarosularis	ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Silene fenzlii Boiss. & Bal.	2650	01a56468-cebf-4e37-a146-12bb024f9bce-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1088	Silene	fenzlii	Caryophyllales	37.40400	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Potentilla meyeri Boiss.	2650	8850537f-9ded-45dc-b646-faf239c0aafb-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1089	Potentilla	meyeri	Rosales	37.40400	Rosaceae		ICBN	Magnoliophyta	Asia	
Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 2180m	B	28.80000	Alyssum masmenaeum Boiss.	2180	f2df835b-c6c1-4a39-8072-50c26e587a86-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	109	Alyssum	masmenaeum	Capparales	37.07000	Brassicaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Helichrysum plicatum subsp. plicatum	2650	58a02aff-285f-4de7-a61a-cf9aaa1791fe-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1090	Helichrysum	plicatum	Asterales	37.40400	Asteraceae	plicatum	ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Marrubium heterodon (Benth.) Boiss. & Balansa	2650	6912d2bb-8cc6-427c-88b4-fe4f540d95c2-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1091	Marrubium	heterodon	Lamiales	37.40400	Lamiaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Leontodon oxylepis var. oxylepis	2650	2b3f7a41-2242-4e10-913c-334f462efced-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1092	Leontodon	oxylepis	Asterales	37.40400	Asteraceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Ranunculus demissus var. major Boiss.	2650	8cb3068e-4139-4352-8729-c005a1ecc277-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1093	Ranunculus	demissus	Ranunculales	37.40400	Ranunculaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Tragopogon olympicus Boiss.	2650	8f7e2ade-89db-4f7d-9807-8cb0606bedde-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1094	Tragopogon	olympicus	Asterales	37.40400	Asteraceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Cruciata taurica (Pall. ex Willd.) Ehrend.	2650	3a3627f2-5dc1-44cf-8664-fdf780d88ff5-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1095	Cruciata	taurica	Rubiales	37.40400	Rubiaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Dactylis spec.	2650	0bb14422-3adf-4a57-9ca4-06ff0477f75c-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1096	Dactylis	spec.	Cyperales	37.40400	Poaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Senecio vernalis Waldst. & Kit.	2650	7b99c59d-2dba-4fd5-ada9-b3dc39349958-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1097	Senecio	vernalis	Asterales	37.40400	Asteraceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Arenaria acerosa Boiss.	2650	2acc65da-9be8-4659-a042-86365e9b4875-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1098	Arenaria	acerosa	Caryophyllales	37.40400	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 1650m	B	34.55800	noch unbestimmt !!!	1650	dd248eba-292a-4d8a-9f3e-98388cd10c9a-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1099	noch unbestimmt !!!			37.40400	unbekannt		ICBN		Asia	
Sandras Dagi, road Agla - Serce Gedigi, above (=N) Yayla Köyü Agla. N 37°01´86´´ O 28°45´54´´, 950m	B	28.76500	noch unbestimmt !!!	950	adf953eb-a530-4625-a7a5-1e86b34f78e8-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	11	noch unbestimmt !!!			37.04000	unbekannt		ICBN		Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 1650m	B	34.55800	Achillea kotschyi subsp. canescens Bässler	1650	a576ef39-451a-443e-b129-d4f1253422d9-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1100	Achillea	kotschyi	Asterales	37.40400	Asteraceae	canescens	ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Alyssum simplex var. minus	2650	cbd48438-f1cb-4088-bb66-fdfe8e0963f9-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1101	Alyssum	simplex	Capparales	37.40400	Brassicaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 1650m	B	34.55800	Alyssum aurantiacum Boiss.	1650	3e8fa4bc-d00c-4ee7-af2e-dcf2afd286e7-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1102	Alyssum	aurantiacum	Capparales	37.40400	Brassicaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Dianthus zonatus var. zonatus	2650	82b158b2-3610-42a9-b35f-1876e72a9481-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1103	Dianthus	zonatus	Caryophyllales	37.40400	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Draba bruniifolia var. nana (Stapf) Schulz	2650	47c8f747-bea4-4bd0-8ca5-f99875ac1969-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1104	Draba	bruniifolia	Capparales	37.40400	Brassicaceae	heterocoma	ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Asphodeline taurica (Pall.) Kunth	2650	7d85d7e8-62ef-4b21-b614-da236a3ab7c2-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1105	Asphodeline	taurica	Liliales	37.40400	Liliaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Alyssum condensatum subsp. flexibile (Nyár.) Dudley	2650	23fa61af-9b2c-4a20-bf12-82d61b4293b5-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1106	Alyssum	condensatum	Capparales	37.40400	Brassicaceae	flexibile	ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Festuca pinifolia var. pinifolia	2650	ad93a5ba-9963-472e-93a9-d00bb7857e4d-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1107	Festuca	pinifolia	Cyperales	37.40400	Poaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Gypsophila curvifolia Fenzl	2650	b5c0828d-2b1b-40ea-8963-f284b08d1d95-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1108	Gypsophila	curvifolia	Caryophyllales	37.40400	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	B	34.55800	Teucrium montanum var. parnassicum Celak	2650	231cd72a-dd51-4338-904a-3dbe89d8cc1a-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1109	Teucrium	montanum	Lamiales	37.40400	Lamiaceae		ICBN	Magnoliophyta	Asia	
Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 1950m	B	28.80000	Cynoglossum lithospermifolium var. cariense	1950	13474f6c-b865-4dd8-ab6d-f4da6963d8b9-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	110a	Cynoglossum	lithospermifolium	Lamiales	37.07000	Boraginaceae	cariense	ICBN	Magnoliophyta	Asia	
Sandras Dagi above Agla, Ciçekbaba Tepesi, 2150m	B	28.80000	Cerastium macranthum Boiss.	2150	6fe33a02-c364-4a64-9b58-98cd54465513-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	110b	Cerastium	macranthum	Caryophyllales	37.07000	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Sandras Dagi above Agla, Ciçekbaba Tepesi, 2150m	B	28.80000	Hesperis kotschyi Boiss.	2150	8fa2b9ab-50de-410d-8954-43811c54a00e-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	111	Hesperis	kotschyi	Capparales	37.07000	Brassicaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m	B	34.55800	Aurinia rupestris subsp. cyclocarpa	2700	77a9c6c4-d1bc-460f-b8bf-e9258eb9a875-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1110	Aurinia	rupestris	Capparales	37.40400	Brassicaceae	cyclocarpa	ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m	B	34.55800	Nepeta betonicifolia C.A.Mey.	2700	3f29c72c-14d9-4101-8bf5-48881bde9c6d-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1111	Nepeta	betonicifolia	Lamiales	37.40400	Lamiaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m	B	34.55800	Ranunculus demissus var. major Boiss.	2700	724fa171-95f6-42dc-bc18-0d576bf6ae7d-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1112	Ranunculus	demissus	Ranunculales	37.40400	Ranunculaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m	B	34.55800	Poa psychrophila Boiss. & Heldr.	2700	c133c40e-88b6-4798-ba88-fd3c71ad5120-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1113	Poa	psychrophila	Cyperales	37.40400	Poaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m	B	34.55800	Phleum alpinum L.	2700	3b1d292a-5011-4986-a845-37e4a880b2db-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1114	Phleum	alpinum	Cyperales	37.40400	Poaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m	B	34.55800	Poa nemoralis L.	2700	640dfa79-a929-4952-967a-738722878253-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1115	Poa	nemoralis	Cyperales	37.40400	Poaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m	B	34.55800	Sesleria phleoides Steven ex R.Roem. & Schultes	2700	af46a486-b345-44fe-96c9-7b5cb1e196e6-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1116	Sesleria	phleoides	Cyperales	37.40400	Poaceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m	B	34.55800	noch unbestimmt !!!	2700	c77883c0-1aa7-4709-af82-b7887f6f40f3-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1117	noch unbestimmt !!!			37.40400	unbekannt		ICBN		Asia	
d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m	B	34.55800	Taraxacum sintenisii Dahlst.	2700	e78f4aa1-c6ee-4cd3-8c6b-51bed6d00b7e-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1118	Taraxacum	sintenisii	Asterales	37.40400	Asteraceae		ICBN	Magnoliophyta	Asia	
d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m	B	34.55800	Persicaria bistorta subsp. carnea (C. Koch) Greuter & Burdet	2700	d439adee-f354-442c-b89b-6a3abdcdf709-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1119	Persicaria	bistorta	Polygonales	37.40400	Polygonaceae	carnea	ICBN	Magnoliophyta	Asia	
Sandras Dagi above Agla, Ciçekbaba Tepesi, 2150m	B	28.80000	Ornithogalum orthophyllum Ten.	2150	c47cf248-c7d6-4b46-bfac-dde24274c279-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	112	Ornithogalum	orthophyllum	Liliales	37.07000	Liliaceae		ICBN	Magnoliophyta	Asia	
