"GUID","MODIFIED","LINK","SOURCE_ID","NOMENCLATURAL_CODE","SCIENTIFIC_NAME","LOCALITY","ORDER","CATALOG_NUMBER","GENUS","CONTINENT","BASIS_OF_RECORD","INFRASPECIFIC_EPITHET","FAMILY","COUNTRY","KINGDOM","STATE_PROVINCE","MINIMUM_ELEVATION_IN_METERS","PHYLUM","INSTITUTION_CODE","DECIMAL_LATITUDE","CLASS","SPECIFIC_EPITHET","COLLECTION_CODE","DECIMAL_LONGITUDE"
"c6f24f66-f07d-492d-b434-a808738d2064-FOO",,"http://localhost:8080/occ/c6f24f66-f07d-492d-b434-a808738d2064-FOO","878","ICBN","Trifolium spadiceum L.","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2700m","Fabales","878","Trifolium","Asia","PreservedSpecimen",,"Fabaceae","TR","Plantae","Nigde","2700","Magnoliophyta","BGBM","37.39700",,"spadiceum","B","34.58400"
"32799453-0763-4ebd-a4ba-70ac0de968a8-FOO",,"http://localhost:8080/occ/32799453-0763-4ebd-a4ba-70ac0de968a8-FOO","877","ICBN","Minuartia verna s.l. (L.) Hiern","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2700m","Caryophyllales","877","Minuartia","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Nigde","2700","Magnoliophyta","BGBM","37.39700",,"verna s.l.","B","34.58400"
"b649d005-09b1-47ca-913c-475e4a6d1e9d-FOO",,"http://localhost:8080/occ/b649d005-09b1-47ca-913c-475e4a6d1e9d-FOO","879","ICBN","Gentianella holosteoides (N.M.Pritchard) Greuter","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2700m","Gentianales","879","Gentianella","Asia","PreservedSpecimen",,"Gentianaceae","TR","Plantae","Nigde","2700","Magnoliophyta","BGBM","37.39700",,"holosteoides","B","34.58400"
"12c30444-0379-4c08-b862-359dcf71b7a3-FOO",,"http://localhost:8080/occ/12c30444-0379-4c08-b862-359dcf71b7a3-FOO","88","ICBN","Teucrium polium s.l. L.","Sandras Dagi above Agla, ascent from �irali to the �i�ekbaba Tepesi (main summit), valley below the eastern slope of the summit, 1950m","Lamiales","88","Teucrium","Asia","PreservedSpecimen",,"Lamiaceae","TR","Plantae","Mugla","1950","Magnoliophyta","BGBM","37.07000",,"polium s.l.","B","28.80000"
"0282f260-714a-49eb-a1f8-1982cec32539-FOO",,"http://localhost:8080/occ/0282f260-714a-49eb-a1f8-1982cec32539-FOO","880","ICBN","noch unbestimmt !!!","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2700m",,"880","noch unbestimmt !!!","Asia","PreservedSpecimen",,"unbekannt","TR","Plantae","Nigde","2700",,"BGBM","37.39700",,,"B","34.58400"
"7603e7fb-eb84-410d-a857-4c58be241523-FOO",,"http://localhost:8080/occ/7603e7fb-eb84-410d-a857-4c58be241523-FOO","881","ICBN","Sesleria phleoides Steven ex R.Roem. & Schultes","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2700m","Cyperales","881","Sesleria","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Nigde","2700","Magnoliophyta","BGBM","37.39700",,"phleoides","B","34.58400"
"121c2154-b33b-4373-8776-da7d29cc0efd-FOO",,"http://localhost:8080/occ/121c2154-b33b-4373-8776-da7d29cc0efd-FOO","882","ICBN","Poa alpina subsp. fallax F.Herm.","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2700m","Cyperales","882","Poa","Asia","PreservedSpecimen","fallax","Poaceae","TR","Plantae","Nigde","2700","Magnoliophyta","BGBM","37.39700",,"alpina","B","34.58400"
"301d3a79-ec24-4f8a-9664-2e877fff81b7-FOO",,"http://localhost:8080/occ/301d3a79-ec24-4f8a-9664-2e877fff81b7-FOO","883","ICBN","Acantholimon lycaonicum Boiss. & Heldr.","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2700m","Plumbaginales","883","Acantholimon","Asia","PreservedSpecimen",,"Plumbaginaceae","TR","Plantae","Nigde","2700","Magnoliophyta","BGBM","37.39700",,"lycaonicum","B","34.58400"
"6ba2a4e1-076f-4a61-995c-36292934ef7d-FOO",,"http://localhost:8080/occ/6ba2a4e1-076f-4a61-995c-36292934ef7d-FOO","884","ICBN","Ajuga chamaepitys subsp. glareosa P.H. Davis","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2700m","Lamiales","884","Ajuga","Asia","PreservedSpecimen","glareosa","Lamiaceae","TR","Plantae","Nigde","2700","Magnoliophyta","BGBM","37.39700",,"chamaepitys","B","34.58400"
"875e4422-7ec7-4f41-be81-c9de5769572e-FOO",,"http://localhost:8080/occ/875e4422-7ec7-4f41-be81-c9de5769572e-FOO","885","ICBN","Scabiosa ochroleuca L.","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2760m","Dipsacales","885","Scabiosa","Asia","PreservedSpecimen",,"Dipsacaceae","TR","Plantae","Nigde","2760","Magnoliophyta","BGBM","37.39700",,"ochroleuca","B","34.58400"
"25b3591e-ddeb-4ac7-aabd-2caf1fd61fcd-FOO",,"http://localhost:8080/occ/25b3591e-ddeb-4ac7-aabd-2caf1fd61fcd-FOO","886","ICBN","Arenaria ledebouriana var. ledebouriana","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2700m","Caryophyllales","886","Arenaria","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Nigde","2700","Magnoliophyta","BGBM","37.39700",,"ledebouriana","B","34.58400"
"d5166e98-8823-4b08-8e5d-fe14812d2a5c-FOO",,"http://localhost:8080/occ/d5166e98-8823-4b08-8e5d-fe14812d2a5c-FOO","887","ICBN","Ranunculus demissus var. major Boiss.","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2700m","Ranunculales","887","Ranunculus","Asia","PreservedSpecimen",,"Ranunculaceae","TR","Plantae","Nigde","2700","Magnoliophyta","BGBM","37.39700",,"demissus","B","34.58400"
"bd0138e0-858a-45c7-816e-2d0928466601-FOO",,"http://localhost:8080/occ/bd0138e0-858a-45c7-816e-2d0928466601-FOO","888","ICBN","Taraxacum sintenisii Dahlst.","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2700m","Asterales","888","Taraxacum","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Nigde","2700","Magnoliophyta","BGBM","37.39700",,"sintenisii","B","34.58400"
"d615b5dd-a9d5-48da-8e21-a7c92ed75405-FOO",,"http://localhost:8080/occ/d615b5dd-a9d5-48da-8e21-a7c92ed75405-FOO","889","ICBN","Astragalus depressus L.","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2700m","Fabales","889","Astragalus","Asia","PreservedSpecimen",,"Fabaceae","TR","Plantae","Nigde","2700","Magnoliophyta","BGBM","37.39700",,"depressus","B","34.58400"
"37ea0137-babc-4565-8673-7a012148d474-FOO",,"http://localhost:8080/occ/37ea0137-babc-4565-8673-7a012148d474-FOO","89","ICBN","Scilla pleiophylla Speta","Sandras Dagi above Agla, ascent from �irali to the Ci�ekbaba Tepesi, 2150m","Liliales","89","Scilla","Asia","PreservedSpecimen",,"Liliaceae","TR","Plantae","Mugla","2150","Magnoliophyta","BGBM","37.07000",,"pleiophylla","B","28.80000"
"7356f31b-e35d-40cb-beb5-1e1f76b06152-FOO",,"http://localhost:8080/occ/7356f31b-e35d-40cb-beb5-1e1f76b06152-FOO","890","ICBN","Alchemilla paracompactilis Ponert","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2700m","Rosales","890","Alchemilla","Asia","PreservedSpecimen",,"Rosaceae","TR","Plantae","Nigde","2700","Magnoliophyta","BGBM","37.39700",,"paracompactilis","B","34.58400"
"24b6af1f-1e8f-4cd2-ab92-5bd914d0259f-FOO",,"http://localhost:8080/occ/24b6af1f-1e8f-4cd2-ab92-5bd914d0259f-FOO","891","ICBN","Asperula stricta subsp. grandiflora Sch�nb.-Tem.","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2700m","Rubiales","891","Asperula","Asia","PreservedSpecimen","grandiflora","Rubiaceae","TR","Plantae","Nigde","2700","Magnoliophyta","BGBM","37.39700",,"stricta","B","34.58400"
"b34a0d48-8d93-4bb2-833d-58b9bd5299cf-FOO",,"http://localhost:8080/occ/b34a0d48-8d93-4bb2-833d-58b9bd5299cf-FOO","892","ICBN","Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2700m","Asterales","892","Scorzonera","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Nigde","2700","Magnoliophyta","BGBM","37.39700",,"cana","B","34.58400"
"38005b01-cf8e-4fdb-b537-ed8e9a4c9288-FOO",,"http://localhost:8080/occ/38005b01-cf8e-4fdb-b537-ed8e9a4c9288-FOO","893","ICBN","Hypericum linarioides Bosse","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2700m","Malpighiales","893","Hypericum","Asia","PreservedSpecimen",,"Hypericaceae","TR","Plantae","Nigde","2700","Magnoliophyta","BGBM","37.39700",,"linarioides","B","34.58400"
"1b13c85d-c3da-48e4-a7b1-871abc72950e-FOO",,"http://localhost:8080/occ/1b13c85d-c3da-48e4-a7b1-871abc72950e-FOO","896","ICBN","Silene odontopetala Fenzl","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2750m","Caryophyllales","896","Silene","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Nigde","2750","Magnoliophyta","BGBM","37.39700",,"odontopetala","B","34.58400"
"391112ff-1122-4ca1-bcd4-aab7d88ea01f-FOO",,"http://localhost:8080/occ/391112ff-1122-4ca1-bcd4-aab7d88ea01f-FOO","894","ICBN","Minuartia erythrosepala var. erythrosepala","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2700m","Caryophyllales","894","Minuartia","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Nigde","2700","Magnoliophyta","BGBM","37.39700",,"erythrosepala","B","34.58400"
"e7dd0d5b-a89e-49f9-a635-f0bd9ecb9620-FOO",,"http://localhost:8080/occ/e7dd0d5b-a89e-49f9-a635-f0bd9ecb9620-FOO","895","ICBN","Minuartia umbellulifera var. umbellulifera","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2750m","Caryophyllales","895","Minuartia","Asia","PreservedSpecimen","umbellulifera","Caryophyllaceae","TR","Plantae","Nigde","2750","Magnoliophyta","BGBM","37.39700",,"umbellulifera","B","34.58400"
"59875bef-d0f4-470d-b9ce-6991b32c5976-FOO",,"http://localhost:8080/occ/59875bef-d0f4-470d-b9ce-6991b32c5976-FOO","897","ICBN","Linum hirsutum subsp. pseudoanatolicum P.H. Davis","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2750m","Linales","897","Linum","Asia","PreservedSpecimen","pseudoanatolicum","Linaceae","TR","Plantae","Nigde","2750","Magnoliophyta","BGBM","37.39700",,"hirsutum","B","34.58400"
"b0e1faa5-46e4-43a2-88b0-2341d179e486-FOO",,"http://localhost:8080/occ/b0e1faa5-46e4-43a2-88b0-2341d179e486-FOO","898","ICBN","Stachys citrina subsp. citrina","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2750m","Lamiales","898","Stachys","Asia","PreservedSpecimen","citrina","Lamiaceae","TR","Plantae","Nigde","2750","Magnoliophyta","BGBM","37.39700",,"citrina","B","34.58400"
"c6ea53f5-bb2f-402f-bf8d-65dc16bd0462-FOO",,"http://localhost:8080/occ/c6ea53f5-bb2f-402f-bf8d-65dc16bd0462-FOO","899","ICBN","Bunium microcarpum subsp. microcarpum","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2750m","Apiales","899","Bunium","Asia","PreservedSpecimen","microcarpum","Apiaceae","TR","Plantae","Nigde","2750","Magnoliophyta","BGBM","37.39700",,"microcarpum","B","34.58400"
"c1728f96-aed0-44a0-abcc-56878640a647-FOO",,"http://localhost:8080/occ/c1728f96-aed0-44a0-abcc-56878640a647-FOO","90","ICBN","Thymus longicaulis var. alternatus Jalas","Sandras Dagi above Agla, ascent from �irali to the �i�ekbaba Tepesi (main summit), valley below the eastern slope of the summit, 1950m","Lamiales","90","Thymus","Asia","PreservedSpecimen","chaubardii","Lamiaceae","TR","Plantae","Mugla","1950","Magnoliophyta","BGBM","37.07000",,"longicaulis","B","28.80000"
"8ee2a050-7268-4f7c-97b4-abb612be6e19-FOO",,"http://localhost:8080/occ/8ee2a050-7268-4f7c-97b4-abb612be6e19-FOO","900","ICBN","Poa alpina subsp. fallax F.Herm.","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2750m","Cyperales","900","Poa","Asia","PreservedSpecimen","fallax","Poaceae","TR","Plantae","Nigde","2750","Magnoliophyta","BGBM","37.39700",,"alpina","B","34.58400"
"99fb1497-8b24-455e-b202-22fec77f34b1-FOO",,"http://localhost:8080/occ/99fb1497-8b24-455e-b202-22fec77f34b1-FOO","901","ICBN","Allium tauricola Boiss.","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2750m","Liliales","901","Allium","Asia","PreservedSpecimen",,"Liliaceae","TR","Plantae","Nigde","2750","Magnoliophyta","BGBM","37.39700",,"tauricola","B","34.58400"
"64755c19-7be1-480a-9347-296196eee03e-FOO",,"http://localhost:8080/occ/64755c19-7be1-480a-9347-296196eee03e-FOO","902","ICBN","Asyneuma limonifolium subsp. limonifolium","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2750m","Campanulales","902","Asyneuma","Asia","PreservedSpecimen","limonifolium","Campanulaceae","TR","Plantae","Nigde","2750","Magnoliophyta","BGBM","37.39700",,"limonifolium","B","34.58400"
"26491278-7344-4377-82a6-cfd7ca5de149-FOO",,"http://localhost:8080/occ/26491278-7344-4377-82a6-cfd7ca5de149-FOO","903","ICBN","Stipa pulcherrima subsp. epilosa (Martinovsky) Tzvelev.","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2750m","Cyperales","903","Stipa","Asia","PreservedSpecimen","epilosa","Poaceae","TR","Plantae","Nigde","2750","Magnoliophyta","BGBM","37.39700",,"pulcherrima","B","34.58400"
"76c1a4e8-4d5a-44db-a40b-cf64e4eeb426-FOO",,"http://localhost:8080/occ/76c1a4e8-4d5a-44db-a40b-cf64e4eeb426-FOO","904","ICBN","Linum empetrifolium (Boiss.) P.H. Davis","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2750m","Linales","904","Linum","Asia","PreservedSpecimen",,"Linaceae","TR","Plantae","Nigde","2750","Magnoliophyta","BGBM","37.39700",,"empetrifolium","B","34.58400"
"44eee3b4-adc0-4e75-988d-222965ddc7e6-FOO",,"http://localhost:8080/occ/44eee3b4-adc0-4e75-988d-222965ddc7e6-FOO","905","ICBN","Asyneuma limonifolium subsp. limonifolium","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2750m","Campanulales","905","Asyneuma","Asia","PreservedSpecimen","limonifolium","Campanulaceae","TR","Plantae","Nigde","2750","Magnoliophyta","BGBM","37.39700",,"limonifolium","B","34.58400"
"db58d6b3-402e-4d83-92ea-0bcdd1c82cda-FOO",,"http://localhost:8080/occ/db58d6b3-402e-4d83-92ea-0bcdd1c82cda-FOO","906","ICBN","Anchonium elichrysifolium subsp. elichrysifolium","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2750m","Capparales","906","Anchonium","Asia","PreservedSpecimen","elichrysifolium","Brassicaceae","TR","Plantae","Nigde","2750","Magnoliophyta","BGBM","37.39700",,"elichrysifolium","B","34.58400"
"28138302-9257-435c-b651-d603e84cf5ad-FOO",,"http://localhost:8080/occ/28138302-9257-435c-b651-d603e84cf5ad-FOO","907","ICBN","Ranunculus demissus var. major Boiss.","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2750m","Ranunculales","907","Ranunculus","Asia","PreservedSpecimen",,"Ranunculaceae","TR","Plantae","Nigde","2750","Magnoliophyta","BGBM","37.39700",,"demissus","B","34.58400"
"1866a71d-ee14-446b-bef5-59ff67a961e7-FOO",,"http://localhost:8080/occ/1866a71d-ee14-446b-bef5-59ff67a961e7-FOO","908","ICBN","Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2760m","Asterales","908","Scorzonera","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Nigde","2760","Magnoliophyta","BGBM","37.39700",,"cana","B","34.58400"
"6bc4e772-d41b-421f-b5a9-0a68f99325f7-FOO",,"http://localhost:8080/occ/6bc4e772-d41b-421f-b5a9-0a68f99325f7-FOO","909","ICBN","Ornithogalum comosum L.","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karag�l, between Tahtakaya and Egerkaya, 2760m","Liliales","909","Ornithogalum","Asia","PreservedSpecimen",,"Liliaceae","TR","Plantae","Nigde","2760","Magnoliophyta","BGBM","37.39700",,"comosum","B","34.58400"
"ded86af0-65a1-436e-807a-617351b100ec-FOO",,"http://localhost:8080/occ/ded86af0-65a1-436e-807a-617351b100ec-FOO","91","ICBN","Centaurea reuterana var. reuterana","Sandras Dagi above Agla, ascent from �irali to the �i�ekbaba Tepesi (main summit), valley below the eastern slope of the summit, 1950m","Asterales","91","Centaurea","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Mugla","1950","Magnoliophyta","BGBM","37.07000",,"reuterana","B","28.80000"
"e259921e-8064-471e-8936-4e26557161df-FOO",,"http://localhost:8080/occ/e259921e-8064-471e-8936-4e26557161df-FOO","910","ICBN","Elytrigia spec.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karag�l, 2360m","Cyperales","910","Elytrigia","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Nigde","2360","Magnoliophyta","BGBM","37.42000",,"spec.","B","34.56800"
"d9683417-790a-421a-85b1-4ec096ec5c8d-FOO",,"http://localhost:8080/occ/d9683417-790a-421a-85b1-4ec096ec5c8d-FOO","911","ICBN","Bromus tomentellus subsp. tomentellus","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karag�l, 2360m","Cyperales","911","Bromus","Asia","PreservedSpecimen","tomentellus","Poaceae","TR","Plantae","Nigde","2360","Magnoliophyta","BGBM","37.42000",,"tomentellus","B","34.56800"
"51ba7747-5c02-4a60-ad98-66c93ff1b460-FOO",,"http://localhost:8080/occ/51ba7747-5c02-4a60-ad98-66c93ff1b460-FOO","912","ICBN","Festuca valesiaca Schleicher ex Gaudin","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karag�l, 2360m","Cyperales","912","Festuca","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Nigde","2360","Magnoliophyta","BGBM","37.42000",,"valesiaca","B","34.56800"
"6e0fe391-962c-4405-9852-35002cb9ae11-FOO",,"http://localhost:8080/occ/6e0fe391-962c-4405-9852-35002cb9ae11-FOO","913","ICBN","Marrubium globosum subsp. globosum","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karag�l, 2360m","Lamiales","913","Marrubium","Asia","PreservedSpecimen","globosum","Lamiaceae","TR","Plantae","Nigde","2360","Magnoliophyta","BGBM","37.42000",,"globosum","B","34.56800"
"317c05e7-51c7-4b86-ae86-e1c0ec7e88be-FOO",,"http://localhost:8080/occ/317c05e7-51c7-4b86-ae86-e1c0ec7e88be-FOO","914","ICBN","Phlomis capitata Boiss.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karag�l, 2360m","Lamiales","914","Phlomis","Asia","PreservedSpecimen",,"Lamiaceae","TR","Plantae","Nigde","2360","Magnoliophyta","BGBM","37.42000",,"capitata","B","34.56800"
"f658ea35-0acd-4416-98f5-3935c1d02075-FOO",,"http://localhost:8080/occ/f658ea35-0acd-4416-98f5-3935c1d02075-FOO","915","ICBN","Onosma aucheriana DC.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karag�l, 2360m","Lamiales","915","Onosma","Asia","PreservedSpecimen",,"Boraginaceae","TR","Plantae","Nigde","2360","Magnoliophyta","BGBM","37.42000",,"aucheriana","B","34.56800"
"fb3da58f-9974-48de-a64f-cfce1d310739-FOO",,"http://localhost:8080/occ/fb3da58f-9974-48de-a64f-cfce1d310739-FOO","916","ICBN","Onobrychis montana subsp. cadmea (Boiss.) P.W. Ball","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karag�l, 2360m","Fabales","916","Onobrychis","Asia","PreservedSpecimen","cadmea","Fabaceae","TR","Plantae","Nigde","2360","Magnoliophyta","BGBM","37.42000",,"montana","B","34.56800"
"b8233544-a012-49f4-a2b6-b0a11613531d-FOO",,"http://localhost:8080/occ/b8233544-a012-49f4-a2b6-b0a11613531d-FOO","917","ICBN","Achillea biebersteinii Afan.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karag�l, 2360m","Asterales","917","Achillea","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Nigde","2360","Magnoliophyta","BGBM","37.42000",,"biebersteinii","B","34.56800"
"b916d486-cb08-46b1-99ec-798c22f71a34-FOO",,"http://localhost:8080/occ/b916d486-cb08-46b1-99ec-798c22f71a34-FOO","918","ICBN","Galium verum subsp. verum","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karag�l, 2360m","Rubiales","918","Galium","Asia","PreservedSpecimen","verum","Rubiaceae","TR","Plantae","Nigde","2360","Magnoliophyta","BGBM","37.42000",,"verum","B","34.56800"
"bb173f80-f836-4652-b25f-72b414a04b63-FOO",,"http://localhost:8080/occ/bb173f80-f836-4652-b25f-72b414a04b63-FOO","919","ICBN","Hieracium pilosella L.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karag�l, 2360m","Asterales","919","Hieracium","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Nigde","2360","Magnoliophyta","BGBM","37.42000",,"pilosella","B","34.56800"
"732f8ec5-df58-4427-b448-09d80a7d2176-FOO",,"http://localhost:8080/occ/732f8ec5-df58-4427-b448-09d80a7d2176-FOO","919x93","ICBN","Hieracium pilosella L.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karag�l. N37�27�47�� O34�36�82��, 2080m","Asterales","919x93","Hieracium","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Nigde","2080","Magnoliophyta","BGBM","37.42000",,"pilosella","B","34.56800"
"9dc768bc-548b-403e-8845-6f40ee9a64f9-FOO",,"http://localhost:8080/occ/9dc768bc-548b-403e-8845-6f40ee9a64f9-FOO","92","ICBN","Alyssum masmenaeum Boiss.","Sandras Dagi above Agla, ascent from �irali to the �i�ekbaba Tepesi (main summit), valley below the eastern slope of the summit, 1950m","Capparales","92","Alyssum","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Mugla","1950","Magnoliophyta","BGBM","37.07000",,"masmenaeum","B","28.80000"
"38db9283-3fbc-4582-8fa7-65d54349d3bd-FOO",,"http://localhost:8080/occ/38db9283-3fbc-4582-8fa7-65d54349d3bd-FOO","920","ICBN","Alyssum spec.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karag�l, 2360m","Capparales","920","Alyssum","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Nigde","2360","Magnoliophyta","BGBM","37.42000",,"spec.","B","34.56800"
"c95882b9-794b-4e63-89ef-9b48ae2ee8ca-FOO",,"http://localhost:8080/occ/c95882b9-794b-4e63-89ef-9b48ae2ee8ca-FOO","921","ICBN","noch unbestimmt !!!","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karag�l, 2360m",,"921","noch unbestimmt !!!","Asia","PreservedSpecimen",,"unbekannt","TR","Plantae","Nigde","2360",,"BGBM","37.42000",,,"B","34.56800"
"69d443b8-aac2-4b19-9ee5-4ce2266ba309-FOO",,"http://localhost:8080/occ/69d443b8-aac2-4b19-9ee5-4ce2266ba309-FOO","922","ICBN","Veronica thymoides subsp. pseudocinerea M.A.Fischer","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karag�l, 2360m","Scrophulariales","922","Veronica","Asia","PreservedSpecimen","pseudocinerea","Scrophulariaceae","TR","Plantae","Nigde","2360","Magnoliophyta","BGBM","37.42000",,"thymoides","B","34.56800"
"3591661a-fe09-46e9-99b9-af07f2c2774a-FOO",,"http://localhost:8080/occ/3591661a-fe09-46e9-99b9-af07f2c2774a-FOO","923","ICBN","Thymus sipyleus var. sipyleus","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karag�l, 2360m","Lamiales","923","Thymus","Asia","PreservedSpecimen","sipyleus","Lamiaceae","TR","Plantae","Nigde","2360","Magnoliophyta","BGBM","37.42000",,"sipyleus","B","34.56800"
"50ee19d9-16c7-4482-914e-406bec5166ab-FOO",,"http://localhost:8080/occ/50ee19d9-16c7-4482-914e-406bec5166ab-FOO","924","ICBN","Potentilla recta L.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karag�l, 2360m","Rosales","924","Potentilla","Asia","PreservedSpecimen",,"Rosaceae","TR","Plantae","Nigde","2360","Magnoliophyta","BGBM","37.42000",,"recta","B","34.56800"
